iter	MultiClass
397	0.01186879267
398	0.01183278897
399	0.01180223989
400	0.01175492539
401	0.01171198514
402	0.01168275414
403	0.01164621589
404	0.01161187952
405	0.01158332242
406	0.01154732058
407	0.011517828
408	0.01148953472
409	0.01145917689
410	0.01141881564
411	0.01137631728
412	0.0113467175
413	0.01130768
414	0.01128480088
415	0.01124526497
416	0.01121627915
417	0.01119005578
418	0.01116288072
419	0.01113094019
420	0.01110304894
421	0.01106737656
422	0.01103981899
423	0.01101270671
424	0.01097624787
425	0.01095192501
426	0.01092790362
427	0.01089575068
428	0.01085932646
429	0.01083016551
430	0.0107957513
431	0.01077116781
432	0.01074631505
433	0.01071698178
434	0.0106886891
435	0.01065520109
436	0.01062447429
437	0.01059695264
438	0.01056789303
439	0.01054099042
440	0.01050685048
441	0.01048658329
442	0.01046632843
443	0.01043868784
444	0.01041123247
445	0.01038545272
446	0.01035850946
447	0.01033197795
448	0.0103071597
449	0.01028620861
450	0.01026216757
451	0.01023771928
452	0.01020931574
453	0.01018624761
454	0.010157603
455	0.01012796506
456	0.01010349147
457	0.0100685632
458	0.01004087475
459	0.01001581877
460	0.009990063235
461	0.009968420254
462	0.009945803687
463	0.009923154545
464	0.009889430799
465	0.009869404634
466	0.009840096354
467	0.009813618592
468	0.009792915495
469	0.009767679514
470	0.009750110416
471	0.009731332149
472	0.00970760255
473	0.009686505663
474	0.009665937222
475	0.009646125898
476	0.009625471586
477	0.009596836622
478	0.009575169901
479	0.009548595113
480	0.009520306324
481	0.009504119045
482	0.00948560842
483	0.009458856244
484	0.009435527213
485	0.009414394347
486	0.009386893572
487	0.009360602315
488	0.00933515889
489	0.009315545441
490	0.009290538508
491	0.009272314403
492	0.009246235473
493	0.00922659313
494	0.009198639537
495	0.009176632795
496	0.009158303858
497	0.009139475755
498	0.00911340946
499	0.009095861745
500	0.00907651723
501	0.009058205858
502	0.00903346968
503	0.009011047676
504	0.008989194428
505	0.00897152411
506	0.008954410613
507	0.008929636815
508	0.008908899502
509	0.008892001964
510	0.008863974782
511	0.008847793828
512	0.008831545819
513	0.008805854132
514	0.008782753929
515	0.008760289057
516	0.008741181329
517	0.008718663186
518	0.008704017758
519	0.008681711792
520	0.008658379941
521	0.008644178559
522	0.008620350688
523	0.008599220291
524	0.00858080487
525	0.008563467485
526	0.008539472104
527	0.008523480009
528	0.008507857148
529	0.008492131225
530	0.008480933858
531	0.008462719303
532	0.008446659363
533	0.008427557324
534	0.008409592594
535	0.008395065024
536	0.008376884537
537	0.008358823161
538	0.008342770604
539	0.008319948296
540	0.008299177144
541	0.008278633182
542	0.008251867788
543	0.008231059607
544	0.008218127407
545	0.008203015287
546	0.008188846494
547	0.00817555439
548	0.008156709977
549	0.008141439289
550	0.008126477763
551	0.00811120924
552	0.008094008351
553	0.008077198658
554	0.008062242089
555	0.008041412081
556	0.008026122103
557	0.008011076611
558	0.007996164983
559	0.007982630508
560	0.007966521324
561	0.007950523504
562	0.007934514546
563	0.007913246923
564	0.00789791136
565	0.007885679084
566	0.007869378276
567	0.007852721404
568	0.007836432527
569	0.0078176216
570	0.007803502876
571	0.007792999761
572	0.007778933691
573	0.007759845978
574	0.00773990786
575	0.00772675316
576	0.007708116253
577	0.007691273502
578	0.007678569469
579	0.007662182973
580	0.007646555692
581	0.00762833674
582	0.007612367049
583	0.007592633251
584	0.007579705298
585	0.007568774976
586	0.007556847387
587	0.007543308747
588	0.007530316553
589	0.007511001001
590	0.007499654605
591	0.007488035651
592	0.007471597284
593	0.007454178235
594	0.007439593079
595	0.007427315915
596	0.007412339662
597	0.007399945686
598	0.007387473655
599	0.007378126621
600	0.007360020517
601	0.007345546323
602	0.007329600209
603	0.007314621388
604	0.007300137886
605	0.00728349814
606	0.007268581619
607	0.007256748696
608	0.00724391301
609	0.007230696476
610	0.007220085443
611	0.00720818339
612	0.007197587631
613	0.007181639746
614	0.007168944257
615	0.007151813544
616	0.007142364866
617	0.007126442422
618	0.007112745189
619	0.007100454862
620	0.007085424165
621	0.007074800785
622	0.007064856426
623	0.007053741371
624	0.007040531985
625	0.007024181646
626	0.007015598853
627	0.007000945673
628	0.006990129708
629	0.006972845002
630	0.006961524654
631	0.006948766937
632	0.006937620691
633	0.006926914408
634	0.006917640923
635	0.006905142381
636	0.006894053908
637	0.006878200916
638	0.006865359786
639	0.006854865806
640	0.006844911416
641	0.006833566758
642	0.006819892117
643	0.006808367191
644	0.006794463091
645	0.006779858602
646	0.006770291911
647	0.006757344179
648	0.006745795715
649	0.006734412534
650	0.006723212205
651	0.006708692517
652	0.006698288384
653	0.006688063296
654	0.006678499446
655	0.006664999984
656	0.006653129546
657	0.006639282445
658	0.006626196624
659	0.006615512035
660	0.006604195539
661	0.006589670821
662	0.006578375503
663	0.00656570719
664	0.006555849961
665	0.006544138132
666	0.006530733377
667	0.006521761251
668	0.006508125122
669	0.006499309743
670	0.006488746516
671	0.006480875928
672	0.006471556062
673	0.00646248246
674	0.006452994881
675	0.006441209882
676	0.00643101702
677	0.006421377329
678	0.006412932574
679	0.006403108456
680	0.006393692606
681	0.006382043975
682	0.006371874308
683	0.00636084155
684	0.006350402316
685	0.006341876935
686	0.006328405496
687	0.006319151596
688	0.006311405982
689	0.006300650844
690	0.006290935049
691	0.006279839611
692	0.006268307914
693	0.006260566445
694	0.00624875824
695	0.006238547599
696	0.006226822937
697	0.006216560615
698	0.006207741566
699	0.006200121646
700	0.0061902279
701	0.00617897428
702	0.006167472958
703	0.00615850655
704	0.006150765083
705	0.006143102827
706	0.00613387312
707	0.006118889879
708	0.006111629077
709	0.00610273782
710	0.006091029192
711	0.006079095869
712	0.006071250717
713	0.006063169422
714	0.00605161552
715	0.006043784257
716	0.006031572718
717	0.006021414043
718	0.006013910964
719	0.00600147435
720	0.005991384994
721	0.005983463538
722	0.005974992218
723	0.00596307342
724	0.005953850494
725	0.005946347539
726	0.005939782032
727	0.005931288421
728	0.005923178778
729	0.005912610528
730	0.005904259929
731	0.005894475634
732	0.005886532216
733	0.00587767506
734	0.005867526344
735	0.005856613394
736	0.005845746055
737	0.005835693499
738	0.005826147914
739	0.005819043262
740	0.005810750552
741	0.005801380159
742	0.005794553507
743	0.005787545297
744	0.005779237259
745	0.005771044858
746	0.005762149932
747	0.005751947206
748	0.005744446165
749	0.005736972205
750	0.0057278891
751	0.005717129925
752	0.005708593617
753	0.005700668098
754	0.005690520356
755	0.005680906539
756	0.005672714945
757	0.005662605911
758	0.005653723166
759	0.005644955224
760	0.005634943587
761	0.005623841114
762	0.00561400758
763	0.005604485945
764	0.005598318609
765	0.00558912153
766	0.005578900255
767	0.005570587675
768	0.005564506806
769	0.00555542249
770	0.005548873968
771	0.005539784282
772	0.005532956306
773	0.00552365689
774	0.005515885755
775	0.005507793124
776	0.005500605147
777	0.005493407332
778	0.00548708766
779	0.005480829314
780	0.005472649152
781	0.005466349995
782	0.005458714469
783	0.005451214926
784	0.005444678731
785	0.005438648714
786	0.005430952288
787	0.00542474174
788	0.005419263193
789	0.005412431503
790	0.005404381675
791	0.005397874524
792	0.005389513744
793	0.005381582803
794	0.005374853431
795	0.005366628192
796	0.005359258449
797	0.005353089517
798	0.005345372428
799	0.005339277613
800	0.005331114041
801	0.005325579736
802	0.00531779613
803	0.005310067776
804	0.005301737205
805	0.00529451601
806	0.005289161642
807	0.005282793642
808	0.005277200462
809	0.005270523308
810	0.005264923378
811	0.005259480641
812	0.00525201246
813	0.00524398701
814	0.005237536883
815	0.005232190346
816	0.00522672306
817	0.005218122727
818	0.005212840425
819	0.005204212481
820	0.005198759933
821	0.005194052789
822	0.00518806397
823	0.005179840555
824	0.005171663872
825	0.005165476898
826	0.005159270337
827	0.005153142977
828	0.005145022199
829	0.005138049715
830	0.005132584933
831	0.005125675162
832	0.005117404532
833	0.005108600969
834	0.005102831378
835	0.005094641313
836	0.00508637206
837	0.005078561493
838	0.005072677755
839	0.00506797319
840	0.00505988572
841	0.005052359483
842	0.005047006044
843	0.005038788525
844	0.005029848188
845	0.005023180447
846	0.005017367754
847	0.005011881077
848	0.005005430499
849	0.004999612932
850	0.004994026762
851	0.004986356028
852	0.004981981538
853	0.004976012452
854	0.004969028584
855	0.004963343441
856	0.004957671985
857	0.004952607573
858	0.004948024877
859	0.004941903255
860	0.004933490275
861	0.004928265728
862	0.004921295721
863	0.004916068862
864	0.004909713641
865	0.004904555429
866	0.004899223166
867	0.004893061238
868	0.004886105662
869	0.004880234476
870	0.004875268955
871	0.00486973995
872	0.004865132991
873	0.00486038369
874	0.004853266874
875	0.004846487005
876	0.004841555718
877	0.004835283972
878	0.004829112802
879	0.004824881449
880	0.004819111899
881	0.004811855379
882	0.004805167282
883	0.00479964205
884	0.004794383411
885	0.004788382094
886	0.004783623551
887	0.004777485107
888	0.004771628963
889	0.004766955926
890	0.004762050666
891	0.00475443524
892	0.004747743938
893	0.004740153997
894	0.004733993076
895	0.004728854941
896	0.004723597116
897	0.004717453361
898	0.004710357832
899	0.004705239861
900	0.004700102596
901	0.004693083429
902	0.004686783504
903	0.004682712488
904	0.004677761981
905	0.004672912876
906	0.004666479897
907	0.004660550545
908	0.004654813051
909	0.004648639513
910	0.004641775221
911	0.004637773458
912	0.004631702604
913	0.004626072655
914	0.004619516119
915	0.004614606491
916	0.004608742655
917	0.004601593953
918	0.00459662454
919	0.004589963779
920	0.004584514745
921	0.00458002147
922	0.004574127627
923	0.004568500687
924	0.004562168544
925	0.004555161708
926	0.004549785254
927	0.004543619376
928	0.004539024463
929	0.004534626974
930	0.004529160066
931	0.004524716928
932	0.004519760857
933	0.004513877474
934	0.004509569778
935	0.004504980233
936	0.004500756337
937	0.004494891986
938	0.004489919467
939	0.004485885245
940	0.004481082396
941	0.004475164048
942	0.004470843954
943	0.004464490106
944	0.004459054212
945	0.004454780341
946	0.004449347325
947	0.004443432538
948	0.004437266889
949	0.004433172285
950	0.004428242457
951	0.004423325701
952	0.004418317102
953	0.004414361451
954	0.004408613777
955	0.004402547621
956	0.004398285295
957	0.004393396401
958	0.004387222037
959	0.004382348666
960	0.00437756158
961	0.00437148994
962	0.004366331536
963	0.004360300303
964	0.004355937435
965	0.004350987106
966	0.004346910948
967	0.004342442358
968	0.00433861997
969	0.004332114629
970	0.004328200333
971	0.004322809597
972	0.00431788698
973	0.004314189569
974	0.00430832513
975	0.004304550004
976	0.004299474318
977	0.004293634671
978	0.004289116386
979	0.00428418404
980	0.004278077388
981	0.004273733246
982	0.004269142519
983	0.004264797889
984	0.004259030299
985	0.004254868249
986	0.004251245645
987	0.004245202407
988	0.004241266281
989	0.004237258249
990	0.004231952124
991	0.004228346754
992	0.00422320886
993	0.004218420707
994	0.004214292891
995	0.004209880056
996	0.004204891809
997	0.004201044778
998	0.004196720481
999	0.004193110792
